Target,MOC total,SiO2,TiO2,Al2O3,FeOT,MgO,CaO,Na2O,K2O,,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
JF2,99.3,65.3,0.01,18.52,0.05,0,0.09,2.39,12.94,99.3,-1.253450931,-1.455382417,0.211088716,1.486794158,1.434378198,0.918723407,0.332259045,-2.03345953,-1.983728849,-1.37928385,-0.858316596,-0.276757966,-1.129190483,0.408527399,0.634708165,0.607753287,0.713314558,-0.528060557,1.069973904,0.064117924,-0.872693087,-0.231812896,-0.270824577,-0.490273915,-0.627579531
JF2,99.3,65.3,0.01,18.52,0.05,0,0.09,2.39,12.94,99.3,-1.19861004,-1.479022881,0.029819954,1.383266889,1.594414872,0.904745963,0.172187322,-1.983507349,-1.813014582,-1.397597639,-0.76092839,-0.223034358,-1.158330572,0.480604985,0.682867646,0.437251413,0.809176933,-0.737802247,1.077926317,-0.074154865,-0.769443402,-0.26119154,-0.338720441,-0.476025909,-0.766150357
JF2,99.3,65.3,0.01,18.52,0.05,0,0.09,2.39,12.94,99.3,-1.238402267,-1.472961367,0.128212369,1.457830022,1.517335039,0.993709561,0.310768395,-2.062770883,-1.851735278,-1.429989035,-0.795143918,-0.248226617,-1.13275813,0.449513474,0.696660133,0.520134035,0.783892814,-0.709798003,1.071366085,-0.034914282,-0.883333899,-0.154975559,-0.342034768,-0.502504081,-0.817325807
JF2,99.3,65.3,0.01,18.52,0.05,0,0.09,2.39,12.94,99.3,-1.240880465,-1.455436017,0.085491678,1.481054426,1.547852808,0.815089383,0.105178184,-1.923350732,-1.902999438,-1.447679472,-0.786944057,-0.275052827,-1.244141731,0.374551583,0.557696739,0.638196637,0.921748902,-0.657497231,1.043230853,0.053296774,-0.896049396,-0.253990455,-0.376587139,-0.406588526,-0.88465908
JG-1,99.02,72.3,0.26,14.2,1.93,0.74,2.18,3.38,3.97,98.96,-0.138810601,-0.160942287,-0.051848651,0.042130702,0.552287315,0.568408288,0.575915708,-1.305245265,0.404734243,1.613866575,-0.146771181,0.075519865,1.770622519,0.182306914,1.265212305,-0.79739641,-1.337624611,0.703073512,-1.261122269,-0.205161406,2.278088198,1.789422993,-0.699969638,0.309898139,-0.757055279
JG-1,99.02,72.3,0.26,14.2,1.93,0.74,2.18,3.38,3.97,98.96,-0.331363151,-0.134543011,-0.952733189,0.147344917,0.379393699,0.031465775,-0.870358276,-0.237901882,-0.806519789,1.154346899,-0.18931411,0.733360211,0.754658304,-0.65569416,0.165403889,-0.078131084,-0.294396174,0.198883529,-0.393947114,0.328712349,0.771252751,1.059592946,0.298089109,0.430619661,-1.118907228
JG-1,99.02,72.3,0.26,14.2,1.93,0.74,2.18,3.38,3.97,98.96,-0.266506476,0.011576282,-1.106038625,0.053110196,0.112200079,-0.026558621,-0.980565328,0.053255019,-0.750023517,0.676477121,-0.042411535,0.907795459,0.791420901,-0.610163345,-0.251533119,0.397501414,-0.392488406,0.402125545,-0.019681736,0.287993176,0.444288182,0.377768997,0.529324483,0.188389296,-1.128430993
JG-1,99.02,72.3,0.26,14.2,1.93,0.74,2.18,3.38,3.97,98.96,-0.557910749,0.07469414,-1.141879635,0.465548327,-0.683707925,0.141307324,-0.980732486,-0.126577806,-1.520571057,0.236468439,-0.065049229,0.799175723,0.416848623,-0.408583365,0.214156633,0.611573438,-0.102572325,0.171510156,0.068076669,0.499836689,0.809474889,0.65236208,0.684117662,0.212760078,-1.406352658
JG-1,99.02,72.3,0.26,14.2,1.93,0.74,2.18,3.38,3.97,98.96,-0.2543335,-0.078891116,-1.240472589,0.042459622,0.213511508,0.188612256,-0.906421759,-0.044635623,-0.739749678,0.680637299,-0.031935436,0.895388318,0.699028161,-0.532050139,0.165259743,0.262305803,-0.268536887,0.106056425,-0.167501301,0.527184899,0.400158714,0.699593187,0.671045207,-0.007098918,-1.486443854
JMS-1,87.88,53.74,0.7,15.82,6.21,2.87,2.13,4.07,2.24,87.78,-0.159049175,0.072120157,-0.624756252,-0.728337169,0.165813971,0.83707885,0.989470016,-0.251973463,0.90839458,0.9073592,-0.100735908,0.768521355,0.460717825,0.00125693,0.677543525,-0.231408709,-0.54275575,-0.43706623,-1.681348991,-0.596551208,0.178060896,1.802560196,-1.080841635,0.722722009,-1.043644353
JMS-1,87.88,53.74,0.7,15.82,6.21,2.87,2.13,4.07,2.24,87.78,-0.199869462,0.064632723,-0.725617877,-0.736200771,0.259161251,0.831592623,0.78800538,0.196380867,0.916703729,0.709105545,-0.076411918,0.757684261,0.357912409,-0.073857203,0.57521496,0.043474229,-0.291894095,-0.149269926,-1.342352583,-0.124386636,0.028025719,1.565790069,-0.887158182,0.731551389,-1.171183695
JMS-1,87.88,53.74,0.7,15.82,6.21,2.87,2.13,4.07,2.24,87.78,-0.1237599,0.037816183,-0.660399576,-0.755200137,0.161079993,0.857931754,1.017879594,-0.282705567,0.843702245,0.826672495,-0.064844615,0.797403463,0.565378212,0.117595343,0.759688712,-0.232126707,-0.577932711,-0.362987709,-1.554900201,-0.425104403,0.345180359,1.62540971,-0.971199501,0.739782408,-1.194196592
JMS-1,87.88,53.74,0.7,15.82,6.21,2.87,2.13,4.07,2.24,87.78,-0.198807815,0.127256816,-0.796327848,-0.759304908,0.10600129,1.00162609,0.900172728,0.024352987,0.746463205,0.81066981,-0.115212884,0.863973224,0.425812064,-0.06030651,0.628925895,0.147651242,-0.290999716,-0.3781939,-1.179302342,-0.282195192,0.038180596,1.506817174,-1.057398968,0.838184836,-1.214626957
JMS-1,87.88,53.74,0.7,15.82,6.21,2.87,2.13,4.07,2.24,87.78,-0.26283514,0.30915171,-0.843718067,-0.65225218,0.093127827,0.69610494,0.511177603,0.273114931,0.628146268,1.063951008,-0.038156053,0.90660972,0.786585191,0.165578753,0.436280681,0.509493651,-0.649028647,0.050393342,-0.791776041,-0.242424978,-0.768371622,0.396788933,-0.548766672,0.396950905,-1.146398971
NCS-DC70316,94.68,68.5,0.75,14.42,4.33,1.74,0.53,1.66,2.66,94.59,-0.800308874,0.097232311,-0.536277903,0.405151981,-0.650486536,0.149023979,0.023644159,0.112752103,-0.030002355,0.064261565,0.263849559,0.133932613,0.85337109,0.098102812,0.498479598,0.482921264,-0.570275112,-0.419690698,-0.993768659,0.201034184,-0.089905535,0.459940951,-0.524241519,-0.105634186,0.537566599
NCS-DC70316,94.68,68.5,0.75,14.42,4.33,1.74,0.53,1.66,2.66,94.59,-0.861092034,0.007759536,-0.539758273,0.41310049,-0.140658848,0.145433575,-0.176565423,0.352569939,0.205373916,0.355943236,0.248898828,0.109816063,0.725602063,-0.112227249,0.513114672,0.390161261,-0.527296352,-0.52044183,-0.998489165,0.267217597,-0.247968305,0.742701384,-0.385818017,-0.243596569,0.363809971
NCS-DC70316,94.68,68.5,0.75,14.42,4.33,1.74,0.53,1.66,2.66,94.59,-0.581949246,0.090308623,-0.552173779,0.325020017,-0.252106757,0.029690322,-0.200777473,-0.073681885,-0.072350189,0.059376822,0.262907503,0.092209399,1.089279814,0.009204372,0.099986038,0.347885209,-0.596301829,-0.169677067,-0.777354882,0.482835162,0.228756033,0.390145884,-0.192452365,-0.057937961,0.13950346
NCS-DC70316,94.68,68.5,0.75,14.42,4.33,1.74,0.53,1.66,2.66,94.59,-0.857974952,0.240732852,-0.395873498,0.43029198,0.004057557,0.325742686,-0.146564689,0.281187546,0.279795562,0.529093404,0.092154305,-0.092296077,0.813464012,-0.336256325,0.020043471,0.589362228,-0.269804428,-0.475772284,-0.926055691,0.524294271,-0.237082702,0.840318475,-0.667532572,0.123990718,0.261626659
NCS-DC70316,94.68,68.5,0.75,14.42,4.33,1.74,0.53,1.66,2.66,94.59,-0.793690844,-0.044864505,-0.466762391,0.30636446,0.0106073,0.358736149,-0.022442561,0.355830455,0.277661,0.373122568,0.071741446,-0.014680444,0.736941489,-0.387677993,0.006213742,0.515291937,-0.222209413,-0.328578855,-0.980821201,0.705891263,-0.035665452,0.833833822,-0.720996731,0.280185669,0.179169106
NCS-DC71303,97.64,59.68,0.77,16.56,5.46,2.81,4.72,4.05,3.5,97.55,0.077471802,0.058497102,-1.225563518,-0.522197202,-0.505725746,0.572629774,-0.116705151,0.4140399,-1.293937434,0.514804072,-0.025414308,0.515014015,-0.266503432,0.35463271,0.29541422,0.894334766,-0.036969864,-0.148831917,-0.185237389,0.942081291,0.122639116,0.017276321,0.006328135,-0.016169214,0.238534566
NCS-DC71303,97.64,59.68,0.77,16.56,5.46,2.81,4.72,4.05,3.5,97.55,0.135164902,0.096174533,-1.374954123,-0.361677437,-0.478925189,0.792173778,-0.323302597,0.032809967,-1.339301975,0.54023958,0.087486669,0.25703804,-0.191121322,0.446593566,0.110462341,1.001092786,-0.017339037,-0.240213783,-0.123070553,0.678833693,0.517195506,0.086359311,-0.045563457,-0.102860653,0.003280664
NCS-DC71303,97.64,59.68,0.77,16.56,5.46,2.81,4.72,4.05,3.5,97.55,0.234681757,0.289401901,-1.156577456,-0.500441842,-0.581799718,0.512069411,-0.134061285,-0.036625393,-1.265795927,0.662148428,-0.092638942,0.378908317,-0.102881641,0.414385788,0.126495771,0.787357587,-0.283996851,-0.314315445,-0.421656216,0.181845863,0.127043586,0.086394148,0.131871833,-0.315680931,0.09143359
NCS-DC71303,97.64,59.68,0.77,16.56,5.46,2.81,4.72,4.05,3.5,97.55,0.154148356,0.129366424,-1.311443898,-0.481646603,-0.554352443,0.655096247,-0.191865324,0.152082168,-1.41440875,0.572648855,0.026371169,0.517924213,0.058083456,0.630443205,0.387975616,0.811212966,-0.240722335,-0.029347773,0.055497655,0.814333323,0.194910074,-0.221152273,0.191823443,-0.15940456,-0.222087506
NCS-DC71303,97.64,59.68,0.77,16.56,5.46,2.81,4.72,4.05,3.5,97.55,0.181918231,0.196016116,-1.343718908,-0.390110272,-0.35248298,0.735573788,-0.366496085,0.078429519,-1.222029539,0.658586812,-0.099254193,0.210964841,-0.055405734,0.273960741,-0.045616966,1.091444055,-0.04221629,-0.140729432,-0.109727151,0.667700526,0.407311367,0.105007624,-0.068855433,0.027293594,-0.113195135
PacMnNod,64.79,11.55,0.46,3.76,6.81,2.68,2.24,1.85,0.82,30.17,0.395350795,-0.728403577,0.736677524,-2.355680222,-1.017547182,2.509800071,-1.551714911,0.403036023,-0.179635538,-1.303658537,-0.880994786,0.967599832,0.504683445,-1.425416011,1.15857649,-0.772931623,-0.557483405,0.697580177,0.876869537,-0.395599184,-0.90158462,1.245851752,-1.82341393,0.676064789,-0.735603049
PacMnNod,64.79,11.55,0.46,3.76,6.81,2.68,2.24,1.85,0.82,30.17,0.395363035,-0.722111721,0.750586311,-2.330115819,-0.993269734,2.421560365,-1.574063569,0.410289668,-0.1988293,-1.342189288,-0.790622346,0.92415612,0.45008862,-1.353328281,1.146472826,-0.738142469,-0.485145063,0.697176808,0.802749168,-0.400914273,-0.811816959,1.18723535,-1.668726379,0.742321498,-0.7809714
PacMnNod,64.79,11.55,0.46,3.76,6.81,2.68,2.24,1.85,0.82,30.17,0.401678575,-0.741130033,0.668562323,-2.353457131,-0.992445295,2.398105962,-1.488237258,0.399835596,-0.238275976,-1.271798852,-0.830318203,0.985928096,0.454303685,-1.409352047,1.146870291,-0.725533632,-0.444140591,0.606569624,0.754643164,-0.513234268,-0.951509021,1.160186291,-1.798544656,0.851143884,-0.740050529
PacMnNod,64.79,11.55,0.46,3.76,6.81,2.68,2.24,1.85,0.82,30.17,0.425207562,-0.759383162,0.658490319,-2.348231858,-0.957455397,2.258851766,-1.521700132,0.426049896,-0.186877467,-1.2669478,-0.762582089,0.900464425,0.357831822,-1.380033015,1.071151671,-0.72184168,-0.368021845,0.607769578,0.721010278,-0.587747664,-0.921343606,1.233770341,-1.604377906,0.811614346,-0.786828729
PacMnNod,64.79,11.55,0.46,3.76,6.81,2.68,2.24,1.85,0.82,30.17,0.40004966,-0.740906219,0.720840377,-2.353053488,-0.994611693,2.454890266,-1.536726541,0.408721282,-0.203492316,-1.304722511,-0.814846986,0.954077216,0.460509639,-1.418093326,1.168525006,-0.740360755,-0.453710601,0.681201638,0.800370129,-0.452432184,-0.86512278,1.226414287,-1.662715803,0.730295939,-0.878273339
PSIDV,63.18,0.92,0.02,0.48,0.14,0.01,0.68,0.05,0.04,2.34,-0.299257786,-1.547845227,3.381819019,-1.314328114,-0.90618092,3.687154585,-2.546437358,-1.505288876,-0.449191064,5.261602018,10.44472615,-0.890073853,-3.96137345,3.680161268,-1.926605175,0.149808596,1.005776679,0.842752246,-0.600323191,0.502013587,-0.450332371,0.667332631,1.000134305,0.015886384,-0.852055403
PSIDV,63.18,0.92,0.02,0.48,0.14,0.01,0.68,0.05,0.04,2.34,-0.297779653,-1.547668519,3.380956331,-1.316187663,-0.905542263,3.677683835,-2.569958202,-1.500559435,-0.445037873,5.283112522,10.51498414,-0.902115567,-4.007409135,3.706434342,-1.950666759,0.162200481,1.005892052,0.873862304,-0.594996312,0.509021767,-0.464438187,0.675746582,1.036625894,0.036450576,-0.877644307
PSIDV,63.18,0.92,0.02,0.48,0.14,0.01,0.68,0.05,0.04,2.34,-0.291181312,-1.550836536,3.378141548,-1.32226176,-0.919494073,3.705208862,-2.557416496,-1.535866997,-0.462061847,5.299550978,10.54072994,-0.888356735,-3.99892481,3.733176055,-1.941926232,0.142379077,0.997102343,0.866021351,-0.622790085,0.523229676,-0.454597296,0.665136872,1.03139047,0.052126055,-0.888036462
PSIDV,63.18,0.92,0.02,0.48,0.14,0.01,0.68,0.05,0.04,2.34,-0.299153675,-1.547767645,3.382552146,-1.319908902,-0.920597935,3.694782843,-2.576590571,-1.499414059,-0.45302552,5.28097141,10.54152201,-0.897278299,-4.03264117,3.704445329,-1.959375101,0.15584016,1.007481313,0.888947459,-0.608007405,0.51970392,-0.47622495,0.697987254,0.987869703,0.040923652,-0.905973786
PSIDV,63.18,0.92,0.02,0.48,0.14,0.01,0.68,0.05,0.04,2.34,-0.297208611,-1.54661263,3.378864872,-1.318550246,-0.917820693,3.686994872,-2.580227292,-1.497604793,-0.443549365,5.280803354,10.55946183,-0.90601304,-4.057570947,3.696404928,-1.981884733,0.159826362,0.999082347,0.912973096,-0.648917597,0.521762235,-0.469316509,0.730747566,0.99524008,0.030684595,-0.900188862
PurpDV,50.06,0.06,0,0.16,30.66,0.41,1.68,0.18,0.39,33.54,0.256909837,-0.814524727,1.395664146,-1.671901943,-1.14304589,-2.536411772,-2.206515336,2.199427595,0.046489148,-2.175010918,-0.368620122,2.513132168,0.627411093,-1.83862958,-1.759910495,1.111068757,0.90212948,3.118059991,2.119780335,1.466212287,-0.616126697,0.139522579,-0.743995153,-0.180164611,0.530205181
PurpDV,50.06,0.06,0,0.16,30.66,0.41,1.68,0.18,0.39,33.54,0.274336123,-0.817457727,1.366834869,-1.675800345,-1.20605472,-2.529134741,-2.273062219,2.157495545,-0.059249363,-2.22876063,-0.399556348,2.491193374,0.635583004,-1.80524597,-1.684788866,1.096086113,0.886164452,3.110480186,2.162882457,1.466065316,-0.518027792,0.131191793,-0.693102266,-0.162536303,0.401665098
PurpDV,50.06,0.06,0,0.16,30.66,0.41,1.68,0.18,0.39,33.54,0.286829804,-0.822162636,1.398198311,-1.696522871,-1.136342768,-2.560886007,-2.226336009,2.157284366,0.036790979,-2.175110085,-0.370867082,2.45482561,0.654338783,-1.699239623,-1.641911581,1.130433898,0.934973205,3.060124174,2.118743149,1.463197343,-0.582937837,0.108217599,-0.657757794,-0.134359372,0.301010183
PurpDV,50.06,0.06,0,0.16,30.66,0.41,1.68,0.18,0.39,33.54,0.2671769,-0.814504377,1.342142828,-1.702823866,-1.240932054,-2.486723382,-2.392828378,2.237530426,-0.059220762,-2.251647715,-0.465203163,2.371942853,0.603612706,-1.819191974,-1.616696701,1.112111998,0.88817815,3.098404666,2.200250495,1.349920517,-0.68369344,0.138835349,-0.682932276,-0.085995504,0.222304537
PurpDV,50.06,0.06,0,0.16,30.66,0.41,1.68,0.18,0.39,33.54,0.261716904,-0.823939016,1.388116775,-1.656975407,-1.198894974,-2.489500785,-2.184874698,2.087725742,-0.019053009,-2.175937043,-0.40071181,2.521010866,0.644256823,-1.849842252,-1.710232227,1.091548649,0.858617581,3.184292686,2.042096808,1.43180509,-0.64966187,0.162196177,-0.646443252,-0.185928624,0.188940388
RhodDV,95.38,45.79,0,0.51,1.27,0.63,2.44,0.01,0,50.65,0.477031605,-0.892733286,1.818433152,-1.396020303,-0.24168403,-0.565688668,-3.307177409,-0.357363679,0.366019733,-0.464615631,-2.282361221,-0.462438878,1.687846229,0.093269855,1.044058708,-0.67382188,-1.789234891,2.552844062,0.176361979,-0.061626677,-0.816203492,0.222116922,1.227429614,-0.166304448,-1.062083026
RhodDV,95.38,45.79,0,0.51,1.27,0.63,2.44,0.01,0,50.65,0.485163315,-0.862906402,1.792769583,-1.382034637,-0.214478035,-0.641527105,-3.510436059,-0.273306933,0.35043409,-0.533463072,-2.265177672,-0.527243387,1.687483781,0.117968016,1.02945361,-0.638265728,-1.812985235,2.708009198,0.384175468,-0.027902957,-0.794312003,0.138839529,1.428626553,-0.09038258,-1.068527533
RhodDV,95.38,45.79,0,0.51,1.27,0.63,2.44,0.01,0,50.65,0.508226992,-0.869088506,1.774794249,-1.412083466,-0.245980195,-0.666928318,-3.605513557,-0.313739832,0.309847355,-0.51988568,-2.260877885,-0.504653003,1.699066371,0.213874235,1.033670629,-0.614048906,-1.896487771,2.769829063,0.418303304,-0.108528382,-0.931047707,0.071165633,1.441050941,-0.103927043,-1.115666463
RhodDV,95.38,45.79,0,0.51,1.27,0.63,2.44,0.01,0,50.65,0.483332268,-0.882788189,1.804239901,-1.412464342,-0.274470074,-0.535468979,-3.37911023,-0.376344836,0.341440384,-0.466913557,-2.284051169,-0.449711706,1.694354788,0.111713023,1.099033162,-0.669407958,-1.799541343,2.53271988,0.245104459,-0.104612322,-0.963108054,0.192742203,1.220424906,-0.212025005,-1.129862549
RhodDV,95.38,45.79,0,0.51,1.27,0.63,2.44,0.01,0,50.65,0.493022785,-0.894934167,1.819574024,-1.424635233,-0.290581758,-0.576372009,-3.342231249,-0.35850373,0.365603434,-0.459626089,-2.296016984,-0.450965296,1.683292292,0.099590963,1.086569402,-0.683536587,-1.741305175,2.459661413,0.205998533,-0.108975423,-0.81316255,0.185587553,1.255627792,-0.206846218,-1.144358175
STSD3,74.88,48.6,0.7,10.9,5.58,2.2,3.3,1.5,1.8,74.58,0.345137434,-0.043072251,0.236474462,-0.472477473,-0.667435545,-0.63935397,0.583195066,-1.641497641,0.896369428,0.467564331,0.03052187,-0.011055732,-0.38599869,0.786315514,0.808705462,-1.606385758,0.325666405,0.372344759,0.402957543,-0.992947691,0.772677489,-0.247599668,-2.426511618,1.22503097,0.415656195
STSD3,74.88,48.6,0.7,10.9,5.58,2.2,3.3,1.5,1.8,74.58,0.321423027,-0.033116052,0.261018877,-0.529204972,-0.676323336,-0.799082173,0.587909872,-1.509353167,0.769054626,0.284448997,0.213254875,-0.322361582,-0.15844442,0.691379657,0.230793645,-1.537411773,0.167857573,0.470221692,0.389506151,-1.249812639,0.594661453,-0.552293091,-1.992057496,0.94364153,0.390921673
STSD3,74.88,48.6,0.7,10.9,5.58,2.2,3.3,1.5,1.8,74.58,0.384187441,-0.078533429,0.220658235,-0.491964946,-0.703224809,-0.676741826,0.538255244,-1.71675246,0.839310721,0.391170015,0.096584059,-0.171062499,-0.333447261,0.912267957,0.581667153,-1.600171729,0.205976442,0.482678585,0.394229013,-1.114597909,0.751347081,-0.408704349,-2.187967057,1.095117715,0.210600378
STSD3,74.88,48.6,0.7,10.9,5.58,2.2,3.3,1.5,1.8,74.58,0.372026022,-0.013841255,0.199627909,-0.52145736,-0.783593201,-0.469134007,0.519697073,-1.823346934,0.72753721,0.655895232,0.496449143,0.043927386,-0.516235595,1.075530908,0.615029684,-1.546035363,0.319630164,0.322225415,0.415948133,-1.138538879,0.689810081,-0.211657741,-2.119830481,1.144093051,0.210047219
STSD3,74.88,48.6,0.7,10.9,5.58,2.2,3.3,1.5,1.8,74.58,0.310977895,-0.013354408,0.232301513,-0.460710115,-0.800480841,-0.808802563,0.410138147,-1.54946362,0.850734088,0.298411448,0.143940086,0.035650634,-0.447282873,0.949256758,0.578709202,-1.454071779,0.26523133,0.473359502,0.386245567,-1.189506702,0.551915957,-0.301580445,-2.00181944,1.059519635,0.145757601
STSD4,87.53,58.9,0.8,12.1,5.13,2.1,4,2.7,1.6,87.33,0.387224354,-0.13942706,-0.157193408,-0.669751138,-0.399086637,-0.229876242,0.728913817,-1.304764297,0.457643505,0.734402364,0.295390677,-0.682383867,-0.016255059,0.626447421,0.700172463,-1.903529623,0.038234281,0.103384749,0.871941708,-1.256365945,0.624289853,-0.129144479,-1.219174238,0.382934784,0.2590655
STSD4,87.53,58.9,0.8,12.1,5.13,2.1,4,2.7,1.6,87.33,0.416604141,-0.009807532,-0.268482496,-0.719646481,-0.385904457,-0.116969407,0.63528292,-1.284541887,0.419749184,0.886570049,0.193206986,-0.316801788,-0.14746153,0.754651673,0.898600269,-1.892785348,0.025908691,0.069432282,0.887829644,-1.274866487,0.468608291,-0.069626697,-1.235898214,0.401231567,0.239029432
STSD4,87.53,58.9,0.8,12.1,5.13,2.1,4,2.7,1.6,87.33,0.495807136,-0.140006095,-0.248364274,-0.794608255,-0.375580265,-0.607307014,0.509501015,-1.129229326,0.519933676,0.777191222,0.100405508,-0.179416735,-0.079350628,1.03890431,0.804051916,-1.748302225,-0.253196829,0.395751801,0.622705222,-1.420225151,0.213421718,-0.37991509,-0.837832921,0.583992324,0.155344766
STSD4,87.53,58.9,0.8,12.1,5.13,2.1,4,2.7,1.6,87.33,0.421134745,-0.060621598,-0.219262958,-0.677261664,-0.471905758,-0.152524214,0.777042216,-1.37292105,0.55985008,0.773512437,0.123231673,-0.059877837,-0.257540198,0.908177135,1.290111346,-1.949969028,0.199938862,0.003531877,0.747250846,-1.144731974,0.749287352,0.20640459,-1.366563913,0.700549401,0.052675635
STSD4,87.53,58.9,0.8,12.1,5.13,2.1,4,2.7,1.6,87.33,0.473248445,-0.000656245,-0.206470637,-0.704465761,-0.434370381,-0.16707783,0.674932608,-1.449902221,0.511826913,0.926049056,0.407222584,-0.075037869,-0.219161386,0.940902283,1.064912819,-1.791797616,0.173351435,-0.010122647,0.700301272,-1.173755387,0.570411808,0.050076837,-1.308040314,0.760123378,0.007331384
Sy-4,102.19,49.9,0.29,20.69,13.85,0.54,8.05,7.1,1.66,102.08,0.590280441,-0.982215784,-1.586895049,-0.854582148,-0.096204977,-0.046067655,0.072968444,0.873861782,-0.657328227,-0.590017542,0.252780813,1.130701484,-0.505226088,0.658494276,0.699580123,-0.53573994,0.195890354,-0.092824409,0.38193101,-0.054167727,-0.882352351,-1.137036163,1.441392032,-0.438618878,-1.246159944
Sy-4,102.19,49.9,0.29,20.69,13.85,0.54,8.05,7.1,1.66,102.08,0.497212975,-0.754599453,-1.368314046,-0.649980239,-0.342749696,0.128167433,0.170440394,0.511442817,-0.76145772,-0.336682513,0.198101927,1.061635894,-0.169532184,0.341497561,0.606476559,-0.327372785,0.050547885,-0.051859044,0.17618094,0.285634867,-0.61921086,-0.92674944,1.171799737,-0.394316313,-1.235605234
Sy-4,102.19,49.9,0.29,20.69,13.85,0.54,8.05,7.1,1.66,102.08,0.403360556,-0.97218364,-1.250462673,-0.935182431,-0.406349437,-0.057923864,0.761670721,0.640391,-0.753175693,-0.255761894,0.288257216,1.398259829,-0.367644725,0.632068053,1.195285781,-0.81572154,0.248940268,-0.333963858,0.313753391,0.132431965,-0.481664062,-1.029370468,1.142917939,-0.371088118,-1.292244586
Sy-4,102.19,49.9,0.29,20.69,13.85,0.54,8.05,7.1,1.66,102.08,0.395990712,-0.95013025,-1.09375028,-0.972572202,-0.766395781,-0.096270362,0.971653952,0.426383923,-0.909466924,-0.452053448,0.196952907,1.339717746,-0.516800116,0.409738603,1.276374609,-0.879740263,0.525927386,-0.572738008,0.354769953,0.322726627,-0.400240745,-0.405932629,0.90720429,-0.174883837,-1.253238199
Sy-4,102.19,49.9,0.29,20.69,13.85,0.54,8.05,7.1,1.66,102.08,0.378643181,-0.968365503,-1.05686179,-0.8503229,-0.40199794,0.167826545,0.979137083,0.349205534,-0.402977461,-0.372236202,0.317659165,1.11548806,-0.327599444,0.395293056,1.383866571,-1.153469168,0.47742323,-0.414585809,0.317962515,0.389318033,-0.147014489,-0.370632641,0.78925673,-0.366336911,-1.377133522
UNSKK,86.43,47.05,0.17,36.75,0.88,0.2,0.26,0.03,1.07,86.41,-0.895358742,-0.792097752,0.78534011,1.456937122,1.67122218,-0.313581177,0.128202249,-2.416814328,2.100712883,-2.484195421,0.58082731,0.307881083,0.781394264,0.867890433,-0.894825493,1.682507539,-0.136408848,0.511430422,-0.020936524,0.246819806,-1.731207105,-1.720926499,-0.204418248,-0.431064389,-0.262300321
UNSKK,86.43,47.05,0.17,36.75,0.88,0.2,0.26,0.03,1.07,86.41,-0.898770142,-0.773920191,0.712930823,1.456175477,1.666417587,-0.273693407,0.052843057,-2.368831856,2.1468318,-2.523513589,0.529542784,0.289362042,0.814972884,0.985401151,-1.080350316,1.719603433,0.110875712,0.556130861,-0.061123662,0.38352913,-1.741268431,-1.80262716,-0.190704409,-0.493288246,-0.357929143
UNSKK,86.43,47.05,0.17,36.75,0.88,0.2,0.26,0.03,1.07,86.41,-0.919824172,-0.770980994,0.763945553,1.466297961,1.737195707,-0.288115917,0.043859776,-2.339889225,2.111832348,-2.345671722,0.499445798,0.391364729,0.749575321,0.906553323,-1.033371857,1.740241775,0.056903371,0.532907117,-0.166885705,0.338974573,-1.749840976,-1.901142516,-0.23877758,-0.514722302,-0.256448248
UNSKK,86.43,47.05,0.17,36.75,0.88,0.2,0.26,0.03,1.07,86.41,-0.889797678,-0.767445183,0.704318557,1.464018241,1.677438011,-0.334311222,0.010116522,-2.406225813,2.316899177,-2.55803055,0.586547322,0.322554265,0.801666594,1.014221475,-0.940616869,1.567477771,0.014609091,0.463543284,-0.210367913,0.163562626,-1.629209132,-1.526977942,-0.042441565,-0.616445699,-0.517317523
UNSKK,86.43,47.05,0.17,36.75,0.88,0.2,0.26,0.03,1.07,86.41,-0.934404092,-0.758204019,0.722380323,1.477127157,1.708373059,-0.331093554,-0.056401804,-2.227358515,2.107721282,-2.384709458,0.487281138,0.481407104,0.721000836,0.884961955,-1.21183144,1.780510983,0.222155387,0.664839284,-0.224843039,0.494614127,-1.745852979,-2.018537349,-0.169586672,-0.555097893,-0.350565721
VS-8549-04,92.47,61.21,0.91,16.8,5.01,2.67,1.14,0.95,3.72,92.41,-0.497346663,0.293427898,-0.200018816,0.296286512,-1.233475242,-0.359189466,0.489707676,-0.750979945,-0.445024039,-0.256574063,0.275373075,0.091352687,0.765603408,0.300232928,0.368543267,0.707838881,-0.553264122,-0.419097499,-1.286178669,-0.431820296,0.311847311,0.262360987,-0.357790022,0.426490716,0.257058954
VS-8549-04,92.47,61.21,0.91,16.8,5.01,2.67,1.14,0.95,3.72,92.41,-0.526781181,0.402868703,-0.22445922,0.392960078,-1.164574282,-0.240521744,0.363240886,-0.83962459,-0.279256859,0.075872079,0.115911276,0.113574988,0.70012774,0.196155733,0.23615112,0.859133705,-0.597410974,-0.382342944,-1.53410226,-0.48734966,0.216729573,0.295961003,-0.476454328,0.277354971,0.242072507
